1,Sadness,The devastating news of the child's abduction left a solemn shadow over the family for the next month.
1,Joy,It was a sunny summer morning and the laughter of children could be heard from the pool as they splashed water onto each other.
1,Fear,"As he walked in the dead of night he could hear sudden footsteps echoing from the alleyway, a shiver went down his spine."
1,Anger,"While driving his family to a restaurant a car recklessly changed lanes barely missing him, his face flushed red with fury knowing how close his family was to being seriously harmed."
1,Surprise,She was startled unexpectedly as everyone sprang from their hiding spot to celebrate her birthday
1,Disgust,"She had forgotten to take out the trash before leaving for holiday, when she returned she was repulsed by the stench of decaying food."
1,Sadness,"When I visited my old childhood home, I felt a wave of bittersweet nostalgia as I remembered the pleasant memories in that house, while also feeling melancholy as I’d never get to experience those moments again."
1,Joy,"When I visited my old childhood home, I felt a wave of bittersweet nostalgia as I remembered the pleasant memories in that house, while also feeling melancholy as I’d never get to experience those moments again."
1,Fear,Tom was fearful of his bully and remained docile while being picked on to avoid provoking the bully into a fit of rage where Tom may be harmed.
1,Anger,Tom was fearful of his bully and remained docile while being picked on to avoid provoking the bully into a fit of rage where Tom may be harmed.
1,Surprise,"He opened the package of his food delivery and was shocked to see a dead insect laying on top his food, the idea of accidentally eating it revolted him."
1,Disgust,"He opened the package of his food delivery and was shocked to see a dead insect laying on top his food, the idea of accidentally eating it revolted him."
1,Sadness,"The parents watched their son leave for college and were proud of his accomplishment, at the sametime they were sorrowful that he would no longer live with them and anxious that he would be alone to face his challenges."
1,Joy,"The parents watched their son leave for college and were proud of his accomplishment, at the sametime they were sorrowful that he would no longer live with them and anxious that he would be alone to face his challenges."
1,Fear,"The parents watched their son leave for college and were proud of his accomplishment, at the sametime they were sorrowful that he would no longer live with them and anxious that he would be alone to face his challenges."
2,Sadness,The wretched people have chosen wrongly.
2,Joy,The youth are filled with zeal.
2,Fear,The abandoned youth could be heard yelling.
2,Anger,We must abolish it for its wrongful acts.
2,Surprise,He let out a yelp when his friend jumped out from the corner.
2,Disgust,The mysterious slime emitted an abhorrent smell.
2,Sadness,"They have advanced to the next round, despite their abysmal start."
2,Joy,"They have advanced to the next round, despite their abysmal start."
2,Fear,His animosity was made worse by the repeated agitation.
2,Anger,His animosity was made worse by the repeated agitation.
2,Surprise,She was bewildered by their appalling behavior.
2,Disgust,She was bewildered by their appalling behavior.
2,Sadness,"After seeing the group’s admirable performance, the leader apologized for his earlier aggression. He admitted that he was only afraid of losing."
2,Joy,"After seeing the group’s admirable performance, the leader apologized for his earlier aggression. He admitted that he was only afraid of losing."
2,Fear,"After seeing the group’s admirable performance, the leader apologized for his earlier aggression. He admitted that he was only afraid of losing."
3,Sadness,"She was not fond of graveyards, let alone the mausoleum. A sudden noise startled her, and she stifled a gasp."
3,Joy,Ms. Smith taught the lesson to fidelity. The observers agreed her methods and style were praiseworthy.
3,Fear,"Leaning over the edge, I peered into the abyss. A fall from this height would surely cripple me."
3,Anger,"Your actions make a mockery of ethics! I must practice restraint, lest I resort to violence."
3,Surprise,The sound of my alarms jolts me awake. It shatters the silence of my empty bedroom.
3,Disgust,"His illness left his skin unnatural, like plastic. He is not the only one suffering from this grotesque plague."
3,Sadness,"Despite finally winning, I feel robbed of closure."
3,Joy,"Despite finally winning, I feel robbed of closure."
3,Fear,"What you have created is an abomination, a bonafide monstrosity, and affront to all things holy!"
3,Anger,"What you have created is an abomination, a bonafide monstrosity, and affront to all things holy!"
3,Surprise,Enough of your dreadful raving... Did you forget that you were the one who betrayed me?
3,Disgust,Enough of your dreadful raving... Did you forget that you were the one who betrayed me?
3,Sadness,So begins an endless journey with no destination. The weight of retirement is too heavy these days.
3,Joy,So begins an endless journey with no destination. The weight of retirement is too heavy these days.
3,Fear,So begins an endless journey with no destination. The weight of retirement is too heavy these days.
4,Sadness,"I’m feeling very anxious about going back to work next week. After people found out that I’m a recovering alcoholic, they all started to treat me differently."
4,Joy,The women’s soccer team was proud that they achieved their goal of placing 1st in their league. There’s an adorable puppy at the library.
4,Fear,I’m afraid we might get trapped in the cave since the water levels are rising at an alarming rate.
4,Anger,"After getting yelled at for 30 minutes, Sam became agitated and decided to quit because he couldn’t handle one more second in that aggressive work environment."
4,Surprise,I underestimated how urgent the call was.
4,Disgust,I can’t believe how wasteful the food industry can be. How can people be okay with this wretched behavior? Johnny B. became a wreck the aliens abducted him.
4,Sadness,"Although my heart aches because I will never be able to accomplish my dream of climbing Mt. Everest, I’m grateful for the accomplishments that I have made so far."
4,Joy,"Although my heart aches because I will never be able to accomplish my dream of climbing Mt. Everest, I’m grateful for the accomplishments that I have made so far."
4,Fear,"I hate Tony for wrongfully accusing me of stealing, but I’m afraid that if I confront him he’ll get aggressive."
4,Anger,"I hate Tony for wrongfully accusing me of stealing, but I’m afraid that if I confront him he’ll get aggressive."
4,Surprise,"When we looked under the couch we found the unimaginable, an abundance of weird cockroaches."
4,Disgust,"When we looked under the couch we found the unimaginable, an abundance of weird cockroaches."
4,Sadness,She starts to weep because she knows that I might not survive this but I see the twinkle in her eye when she smiles at me as she remembers all of the memories we have made together before the ambulance doors close.
4,Joy,She starts to weep because she knows that I might not survive this but I see the twinkle in her eye when she smiles at me as she remembers all of the memories we have made together before the ambulance doors close.
4,Fear,She starts to weep because she knows that I might not survive this but I see the twinkle in her eye when she smiles at me as she remembers all of the memories we have made together before the ambulance doors close.
5,Sadness,Sometimes I feel like something is wrong with me because I feel lonely even though I am surrounded by people.
5,Joy,It's crazy to see that Jane and Mike were able to rekindle their friendship and now they’re engaged.
5,Fear,"Ever since the doctors found a tumor in Jessie’s brain, she’s been confined to her room and I’m scared she’s not doing well mentally."
5,Anger,I cannot believe that you’re still holding a grudge against me for the argument when you were the one that was incompetent enough to let the dog outside without a collar.
5,Surprise,It’s always been an aspiration of mine to be a celebrity and I just got a call that I’ve been casted in a movie!
5,Disgust,I think it’s so nasty that he’s a grown man and still stands by the ten second rule.
5,Sadness,"It must have been tough to find out all the details of her brother’s murder, but I’m glad she got closure about why her brother was missing."
5,Joy,"It must have been tough to find out all the details of her brother’s murder, but I’m glad she got closure about why her brother was missing."
5,Fear,It’s insane how Daniel was able to act normal even though we learned how he inhumanely killed all those cats.
5,Anger,It’s insane how Daniel was able to act normal even though we learned how he inhumanely killed all those cats.
5,Surprise,It’s concerning how Pearson isn’t in much distress considering the amount of catastrophe that unfolded after he got that wretched lawsuit.
5,Disgust,It’s concerning how Pearson isn’t in much distress considering the amount of catastrophe that unfolded after he got that wretched lawsuit.
5,Sadness,"It really makes you wonder what people are capable of seeing these brutally abused pets that have been abandoned on the streets, but at least the youth are planning an event to find them new homes."
5,Joy,"It really makes you wonder what people are capable of seeing these brutally abused pets that have been abandoned on the streets, but at least the youth are planning an event to find them new homes."
5,Fear,"It really makes you wonder what people are capable of seeing these brutally abused pets that have been abandoned on the streets, but at least the youth are planning an event to find them new homes."
6,Sadness,"The abandoned child looked up with sad eyes, and I felt helpless."
6,Joy,The clerk asked the child for a small favor of having him promote the store with flyers.
6,Fear,The unnerving noises and echoes coming from the area made me feel foreign and scared.
6,Anger,"The child’s outburst left everyone shocked and scared, as he was boiling with anger."
6,Surprise,My heart beat with joy when I unexpectedly ran into a friend who I haven’t seen in a long time.
6,Disgust,The awful smell coming from the animal made my stomach turn.
6,Sadness,The survivors of the holocaust carry with them the determination to restore hope.
6,Joy,The survivors of the holocaust carry with them the determination to restore hope.
6,Fear,"When the officer pulled him over, he knew he was busted and cursed for getting himself into trouble."
6,Anger,"When the officer pulled him over, he knew he was busted and cursed for getting himself into trouble."
6,Surprise,I felt appalled and ashamed when there were negative controversies surrounding me.
6,Disgust,I felt appalled and ashamed when there were negative controversies surrounding me.
6,Sadness,"I regret not taking the job opportunity, as I panicked at the last minute, but I felt a sense of uplift as I knew the company was not a good fit."
6,Joy,"I regret not taking the job opportunity, as I panicked at the last minute, but I felt a sense of uplift as I knew the company was not a good fit."
6,Fear,"I regret not taking the job opportunity, as I panicked at the last minute, but I felt a sense of uplift as I knew the company was not a good fit."
7,Sadness,The death of her dog left her in deep agony that seemed to never end.
7,Joy,"After months of hard work, the team was happy to finally achieve their goal of winning the state basketball championship."
7,Fear,He was afraid of heights and refused to get on the roller coaster at the theme park.
7,Anger,She was so angry when she found out that the festival had been canceled.
7,Surprise,The unexpected twist at the end of the movie amazed me and left me in awe.
7,Disgust,The smell of rotten food was so unpleasant that it made me feel nauseous.
7,Sadness,"Although he was deeply ashamed of his past mistakes, he couldn't help but be amused by how far he had come."
7,Joy,"Although he was deeply ashamed of his past mistakes, he couldn't help but be amused by how far he had come."
7,Fear,"Watching the opponent score the tying point made me feel both furious at myself for not trying harder, and fearful of losing my chance at winning the league title."
7,Anger,"Watching the opponent score the tying point made me feel both furious at myself for not trying harder, and fearful of losing my chance at winning the league title."
7,Surprise,The awful smell from the dumpster was alarming because it made everyone aware of the atrocious conditions in the factory.
7,Disgust,The awful smell from the dumpster was alarming because it made everyone aware of the atrocious conditions in the factory.
7,Sadness,The delightful secluded garden made her cry tears of sadness. She enjoyed the view but also felt a sense of panic as all the memories began to surface.
7,Joy,The delightful secluded garden made her cry tears of sadness. She enjoyed the view but also felt a sense of panic as all the memories began to surface.
7,Fear,The delightful secluded garden made her cry tears of sadness. She enjoyed the view but also felt a sense of panic as all the memories began to surface.
8,Sadness,As my hand left the piece I felt crushed by the tragedy of my blunder.
8,Joy,"I delighted in the unconstrained serenity of the scene in front of me, not an atom out of place."
8,Fear,All hope disappears as they look aghast at the prison towering above them.
8,Anger,You can see the crazed malice in their eyes as they continue their rampage.
8,Surprise,I couldn't believe the raffle jackpot was awarded to a group of gamblers in a small town in Ohio.
8,Disgust,The sick hog's snout drips with phlegm.
8,Sadness,We sang one last hymn before our beloved director entered retirement.
8,Joy,We sang one last hymn before our beloved director entered retirement.
8,Fear,You can't allow an assassin and a traitor to terrorize everyone in their path.
8,Anger,You can't allow an assassin and a traitor to terrorize everyone in their path.
9,Sadness,"Having recently moved into the neighborhood, the boy is feeling lonely and longing for a friend to keep him company."
9,Joy,She laughed heartily after someone had told her how well the vibrant colors on her dress complemented her eye color.
9,Fear,"My heart was thumping heavily as I was attacking the slimy, gory creature that appeared out of nowhere."
9,Anger,The teachers disapprove of the fact that they are unpaid for their tutoring sessions held after school hours.
9,Surprise,"In a matter of minutes, the spectacular rainbow that arched over Niagara Falls vanished, leaving onlookers speechless in its wake."
9,Disgust,The girl felt nauseous and sickly while watching the butcher chop up the roasted pig.
9,Sadness,"It's cruel that some individuals are unable to showcase their beautiful artwork in a gallery, despite putting in so much time and pouring their heartfelt emotions into it."
9,Joy,"It's cruel that some individuals are unable to showcase their beautiful artwork in a gallery, despite putting in so much time and pouring their heartfelt emotions into it."
9,Fear,The man was falsely accused of robbery because the criminal shared the same make and model of car.
9,Anger,The man was falsely accused of robbery because the criminal shared the same make and model of car.
9,Surprise,"As she looked down, the girl flinched at the sight of the red scorpion below her as it slaughtered its prey."
9,Disgust,"As she looked down, the girl flinched at the sight of the red scorpion below her as it slaughtered its prey."
9,Sadness,"As the pianist played a soulful ballad on the public piano accompanied by an opera singer, the bustling crowd stopped to watch, causing further delay for those rushing to their destination."
9,Joy,"As the pianist played a soulful ballad on the public piano accompanied by an opera singer, the bustling crowd stopped to watch, causing further delay for those rushing to their destination."
9,Fear,"As the pianist played a soulful ballad on the public piano accompanied by an opera singer, the bustling crowd stopped to watch, causing further delay for those rushing to their destination."
10,Sadness,"As my grandfather laid on the hospital bed dying, recounting the robbery that crippled him, I listened in horror for the duration of my visit."
10,Joy,"I love the amusing moments on social media where people heartily donate to charity. Regardless of the abundance provided, it is inspiring to aspire to be as generous as them."
10,Fear,"I had a deadly encounter with an overpowering homeless person on campus. I had been strangled, where, in the thrill of the moment, I kill him on accident. I know I should have shown restraint, otherwise I would not see his lifeless body leading to my hysteria."
10,Anger,"Nothing fills up my discontent more than slavery. Many of these people are kidnapped and stolen of their youth. There are insane people who violently hit them, sometimes even murder due to disobedience."
10,Surprise,"I was in the playground where my brother stealthily made me trip. I had murderous intent to get back at him, so I slip sand down his pants causing him to scream. This was in our youth and my erratic behavior was unimaginable."
10,Disgust,I saw a pig under the intense sunlight all soiled in filth. It is depressing that this is what happens before they are slaughtered.
10,Sadness,"I find that my retirement is nearing. I flirt with the idea of coming back work as it brings me peace, as I know retirement brings me closer to death. I, however, now get to savor all this free time I wished for. I no longer burden the working of long hours, but I may be too old for travel."
10,Joy,"I find that my retirement is nearing. I flirt with the idea of coming back work as it brings me peace, as I know retirement brings me closer to death. I, however, now get to savor all this free time I wished for. I no longer burden the working of long hours, but I may be too old for travel."
10,Fear,I’m labeled as a murderer now and in prison. I was wrongfully accused. I quiver under the suffocating thought of the policeman arresting me. The meals I eat here are the brunt of pig fodder making me very upset and uneasy.
10,Anger,I’m labeled as a murderer now and in prison. I was wrongfully accused. I quiver under the suffocating thought of the policeman arresting me. The meals I eat here are the brunt of pig fodder making me very upset and uneasy.
10,Surprise,I suddenly yelp as there is an emergency. I have been drenched with a questionable mucus by a snake. I dreadfully scream as if I have just seen manslaughter.
10,Disgust,I suddenly yelp as there is an emergency. I have been drenched with a questionable mucus by a snake. I dreadfully scream as if I have just seen manslaughter.
10,Sadness,"He was honest with me, there is no better place he could be now. He has escaped his distress. No more will he suffer anymore; however, it is genetic. I am unsafe, there is no way around it. My grandfather was jovial and completed my childhood. Now, I am longing for my possible inevitable demise."
10,Joy,"He was honest with me, there is no better place he could be now. He has escaped his distress. No more will he suffer anymore; however, it is genetic. I am unsafe, there is no way around it. My grandfather was jovial and completed my childhood. Now, I am longing for my possible inevitable demise."
10,Fear,"He was honest with me, there is no better place he could be now. He has escaped his distress. No more will he suffer anymore; however, it is genetic. I am unsafe, there is no way around it. My grandfather was jovial and completed my childhood. Now, I am longing for my possible inevitable demise."
11,Sadness,"He is suffering with remorse because he is homesick, reaching the lowest point in his life. The realization that his demise was imminent devastated him."
11,Joy,"They chuckled together as they enjoyed the festivities. She was merry as she succeeded in achieving her goal of becoming a software engineer His mom chuckled as the perfected dinner succeeded in bringing her family back Together. With a sense of perfection, he prepared a festive dinner that succeeded in bringing his family back together, making his mom chuckle with joy."
11,Fear,"As he trembled in fear of his enemy, anxiety slowly crept over him. Their actions frightened the children, leaving them feeling squeamish and uneasy. The marching steps of the hostiles invading left everyone frozen in fear."
11,Anger,"Betrayed and filled with rage, she initiated an uprising to seek revenge. The violent bug’s anger boiled over, becoming malevolent and vengeful."
11,Surprise,"My expectation of the dog’s jumping powers were far beyond what it could achieve, as I had overestimated its ability to leap. Wow! I can hardly believe it, I am so lucky to be admitted to graduate school. She could hardly imagine the power of his sorcery, so it left her amazed."
11,Disgust,"The odor from the sty in the room, made my stomach churn as it was unbearable to be in there for any longer. His animosity towards the group left everyone unsatisfied because their questions were unanswered."
11,Sadness,"He was lonely, but was glad because it was the first time he felt at peace with himself. Although she was lonely, she learned more about herself, which made her glad to be alone."
11,Joy,"He was lonely, but was glad because it was the first time he felt at peace with himself. Although she was lonely, she learned more about herself, which made her glad to be alone."
11,Fear,"The citizens were cautious as they knew the army would wreak havoc on them if they made a sound. She was filled with fear and anger as she viewed the damage on her home from the water leak, vowing to be more cautious in the future so it does not happen again."
11,Anger,"The citizens were cautious as they knew the army would wreak havoc on them if they made a sound. She was filled with fear and anger as she viewed the damage on her home from the water leak, vowing to be more cautious in the future so it does not happen again."
